-0.00345761,0
-0.00293493,-3.57788e-09
0.000199344,2.40467e-07
0.00666559,1.0556e-06
0.0165916,-5.69462e-07
0.0300003,-1.02544e-05
0.0468943,-6.43569e-06
0.0672727,4.4404e-05
0.0911339,4.34419e-05
0.118475,-9.53391e-05
0.149296,-0.000102726
0.183589,0.000193073
0.221355,0.000223689
0.262573,-0.000310523
0.307248,-0.000378995
0.355332,0.000499332
0.406838,0.000636656
0.461671,-0.000697638
0.519864,-0.000936479
0.581258,0.000909355
0.645893,0.00307887
0.714031,0.00389294
0.785452,0.00270783
0.860214,0.00153729
0.938467,0.000518325
1.02022,-0.000244595
1.10544,-0.000633837
1.19413,-0.000529013
1.28625,0.000199141
1.38177,0.00170091
1.48069,0.00202637
1.58275,-0.000773879
1.68786,-0.00435285
1.79644,-0.00612879
1.90828,-0.00490667
2.0234,-0.00420217
2.14199,-0.00394167
2.26404,-0.00347969
2.38948,-0.00180569
2.51821,0.00134084
2.65022,0.00297584
2.78527,-6.27283e-05
2.92346,-0.00241997
3.06509,-0.00361544
3.21013,-0.00322463
3.35853,-0.00227863
3.51017,0.000586994
3.6649,0.00571101
3.82274,0.012351
3.98396,0.0171349
4.14863,0.0192299
4.3167,0.0220574
4.48803,0.0229527
4.66246,0.0212558
4.83994,0.0176016
5.02073,0.0158768
5.20483,0.0172044
5.39228,0.0180622
5.58284,0.021756
5.77634,0.0281811
5.97296,0.0354127
6.17301,0.0411885
6.37583,0.0448094
6.57915,0.0461139
6.78195,0.0444002
6.98425,0.0416544
7.18642,0.0403668
7.38847,0.0409561
7.59011,0.044163
7.79108,0.0502523
7.9922,0.0555069
8.19524,0.0563689
8.3987,0.0586477
8.60192,0.0579891
8.80462,0.0546004
9.007,0.0525978
9.20911,0.0550297
9.41096,0.0565331
9.61237,0.0612608
9.81302,0.0697124
10.0129,0.0807639
10.2126,0.0910506
10.4129,0.100409
10.6152,0.107708
10.8177,0.117124
11.0185,0.135804
11.2185,0.154025
11.4186,0.173605
11.62,0.197793
11.8209,0.225817
12.0216,0.254515
12.2224,0.283452
12.423,0.314051
12.6228,0.348259
12.8218,0.38535
13.0207,0.421858
13.2197,0.45783
13.4184,0.494661
13.6163,0.53454
13.8134,0.576576
14.0111,0.617518
14.211,0.657478
14.4113,0.697951
14.6108,0.741428
14.8101,0.784056
15.0102,0.819358
15.2095,0.855659
15.4089,0.890361
15.6085,0.920933
15.808,0.947937
16.0073,0.97433
16.2065,1.00069
16.4061,1.02484
16.6057,1.04476
16.8057,1.06241
17.0074,1.08282
17.2097,1.10396
17.412,1.1239
17.6139,1.14498
17.8137,1.17408
18.013,1.2013
18.2125,1.226
18.412,1.25051
18.611,1.27613
18.8085,1.30822
19.0059,1.33866
19.2033,1.36854
19.4003,1.40032
19.597,1.43482
19.7956,1.46953
19.995,1.50252
20.1945,1.53401
20.3935,1.5666
20.5924,1.59761
20.792,1.6204
20.9928,1.64391
21.1941,1.66708
21.3957,1.68734
21.5973,1.70309
21.7986,1.71566
21.9997,1.72839
22.201,1.7405
22.4023,1.74969
22.6035,1.75486
22.8042,1.75748
23.0053,1.76067
23.2086,1.76354
23.4124,1.7638
23.6159,1.76003
23.8188,1.75356
24.0216,1.74791
24.2244,1.74212
24.427,1.73336
24.629,1.72104
24.8306,1.70721
25.0322,1.69458
25.2338,1.6821
25.435,1.66672
25.6355,1.64808
25.8357,1.63014
26.0361,1.61695
26.236,1.60238
26.4364,1.59045
26.6386,1.58054
26.8411,1.56931
27.0434,1.55591
27.245,1.53961
27.4458,1.52012
27.6452,1.49704
27.8446,1.47228
28.0459,1.44764
28.2479,1.42206
28.4493,1.39276
28.6497,1.36007
28.8497,1.32673
29.0499,1.29419
29.2498,1.26112
29.4491,1.2248
29.6471,1.18476
29.844,1.1424
30.0416,1.10072
30.241,1.05781
30.4407,1.01409
30.6405,0.972145
30.8372,0.920723
31.0334,0.870099
31.229,0.818022
31.423,0.76165
31.6155,0.701848
31.8076,0.641709
31.9997,0.581371
32.1914,0.519441
32.3816,0.453858
32.5706,0.386178
32.7608,0.320217
32.9532,0.254449
33.1458,0.187919
33.3373,0.11874
33.5289,0.050868
33.7223,-0.00862347
33.9145,-0.0691111
34.1062,-0.131069
34.2971,-0.1948
34.4884,-0.256231
34.6813,-0.307954
34.8738,-0.358878
35.0686,-0.407471
35.2646,-0.451294
35.4608,-0.489692
35.6577,-0.524163
35.8569,-0.556551
36.0572,-0.5853
36.258,-0.608767
36.4587,-0.626366
36.6597,-0.638982
36.8627,-0.648682
37.0665,-0.654083
37.2703,-0.654177
37.4734,-0.648197
37.6758,-0.637138
37.8778,-0.622619
38.0795,-0.603889
38.2806,-0.579918
38.4804,-0.550141
38.6793,-0.516837
38.8791,-0.485644
39.0793,-0.45387
39.2797,-0.422082
39.4799,-0.389548
39.6796,-0.355203
39.8786,-0.318081
40.0763,-0.277555
40.2738,-0.24005
40.4709,-0.215927
40.6676,-0.197056
40.8662,-0.178209
41.0676,-0.159572
41.2702,-0.140748
41.4731,-0.121424
41.6761,-0.103445
41.8791,-0.0865828
42.082,-0.0706359
42.2848,-0.0556339
42.4875,-0.0414737
42.6901,-0.0281942
42.8925,-0.0157768
43.0947,-0.00424558
43.2968,0.00642993
43.4988,0.0162337
43.7006,0.0252053
43.9024,0.033334
44.104,0.0406656
44.3055,0.0471947
44.5069,0.0529722
44.7081,0.0579986
44.9091,0.0623296
45.1099,0.0659708
45.3111,0.0689936
45.5142,0.0714162
45.7178,0.0732638
45.9213,0.074541
46.1247,0.0753011
46.3278,0.0755565
46.5308,0.0753628
46.7337,0.074737
46.9364,0.073737
47.1389,0.0723818
47.3413,0.070723
47.5435,0.0687795
47.7455,0.0665988
47.9473,0.0642002
48.149,0.0616265
48.3504,0.0588962
48.5516,0.0560473
48.7533,0.0530894
48.9568,0.0500306
49.1608,0.0469037
49.3647,0.0437395
49.5684,0.0405464
49.7719,0.0373385
49.9753,0.0341205
50.1786,0.0309086
50.3816,0.0277228
50.5845,0.0245778
50.7873,0.021482
50.9898,0.0184427
51.1922,0.0154645
51.3944,0.0125493
51.5964,0.00981091
51.7982,0.00742167
51.9998,0.00515453
52.2012,0.00303803
52.403,0.00107048
52.6067,-0.00076113
52.8109,-0.00242985
53.015,-0.00392376
53.219,-0.00523215
53.4227,-0.0063577
53.6263,-0.00729542
53.8298,-0.00806057
54.033,-0.00866967
54.2361,-0.00913914
54.4391,-0.00947345
54.6418,-0.00968756
54.8444,-0.00978741
55.0467,-0.00978827
55.2489,-0.00969655
55.4509,-0.00952658
55.6527,-0.00928473
55.8548,-0.00898355
56.0589,-0.00862349
56.2635,-0.00820444
56.4679,-0.00770919
56.6722,-0.00713119
56.6722,-0.00713119
