0,0
1,0
2,0.000144392
3,-0.00234454
3.99997,0.00489748
4.99992,0.0153481
5.99981,0.030086
6.99973,0.0427902
7.9997,0.0494132
8.9997,0.051487
9.99947,0.0729933
10.9991,0.100614
11.9885,0.246067
12.956,0.498577
13.9371,0.692516
14.9269,0.834786
15.9197,0.954138
16.9145,1.05662
17.9129,1.11214
18.8979,1.28517
19.8738,1.50298
20.862,1.65665
21.8613,1.69258
22.8613,1.70278
23.8613,1.69831
24.8612,1.68487
25.8594,1.62576
26.8578,1.56848
27.8553,1.49869
28.8377,1.31161
29.819,1.11944
30.8054,0.95476
31.7654,0.674774
32.6856,0.283398
33.6206,-0.0714527
34.5908,-0.313435
35.579,-0.466558
36.5784,-0.501931
37.575,-0.419061
38.5548,-0.219106
40,0
